device_id,timestamp,aqi,pm,voc,pm_color,voc_color,aqi_color
D1903-01196,2022-04-28T22:20:00,0.42107534,0.013527915,0.0,0,0,0
D1903-01196,2022-04-28T22:25:00,0.42107534,0.018952293,0.00083311205,0,0,0
D1903-01196,2022-04-28T22:30:00,0.42107534,0.018124614,0.00066648965,0,0,0
D1903-01196,2022-04-28T22:35:00,0.42107534,0.018886594,0.00066648965,0,0,0
D1903-01196,2022-04-28T22:40:00,0.42107534,0.013656193,0.0,0,0,0
D1903-01196,2022-04-28T22:45:00,0.42107534,0.022454642,0.00066648965,0,0,0
D1903-01196,2022-04-28T22:50:00,0.42107534,0.027010472,0.0,0,0,0
D1903-01196,2022-04-28T22:55:00,0.42107534,0.019447437,0.0,0,0,0
D1903-01196,2022-04-28T23:00:00,0.42107534,0.021766141,0.0033324482,0,0,0
D1903-01196,2022-04-28T23:05:00,0.42107534,0.016181609,0.0066648964,0,0,0
D1903-01196,2022-04-28T23:10:00,0.42107534,0.014092576,0.007997875,0,0,0
D1903-01196,2022-04-28T23:15:00,0.42107534,0.014614615,0.009997345,0,0,0
D1903-01196,2022-04-28T23:20:00,0.42107534,0.01632774,0.009330855,0,0,0
D1903-01196,2022-04-28T23:25:00,0.42107534,0.018213004,0.009997345,0,0,0
D1903-01196,2022-04-28T23:30:00,0.42107534,0.016536,0.010663834,0,0,0
D1903-01196,2022-04-28T23:35:00,0.42107534,0.013439989,0.011330323,0,0,0
D1903-01196,2022-04-28T23:40:00,0.42107534,0.012570732,0.011996813,0,0,0
D1903-01196,2022-04-28T23:45:00,0.42107534,0.015616381,0.011330323,0,0,0
D1903-01196,2022-04-28T23:50:00,0.42107534,0.01839216,0.013329793,0,0,0
D1903-01196,2022-04-28T23:55:00,0.42107534,0.015950853,0.012663303,0,0,0
D1903-01196,2022-04-29T00:00:00,0.42461938,0.01620856,0.014163508,0,0,0
D1903-01196,2022-04-29T00:05:00,0.42461938,0.011764562,0.015579859,0,0,0
D1903-01196,2022-04-29T00:15:00,0.42461938,0.013975933,0.01841256,0,0,0
D1903-01196,2022-04-29T00:20:00,0.42461938,0.015809884,0.016288035,0,0,0
